30000001,3
30000002,3
30000003,3
30000004,3
30000005,3
30000006,3
30000007,3
30000008,3
30000009,3
30000010,3
30000011,3
30000012,2
30000013,2
30000014,2
30000015,2
30000016,2
30000017,2
30000018,2
30000019,2
30000020,2
30000021,2
30000022,2
30000023,3
30000024,3
30000025,3
30000026,3
30000027,3
30000028,3
30000029,3
30000030,3
30000031,3
30000032,3
30000033,3
30000034,3
30000035,3
30000036,2
30000037,2
30000038,2
30000039,2
30000040,2
30000041,2
30000042,3
30000043,2
30000044,2
30000045,2
30000046,2
30000047,2
30000048,3
30000049,2
30000050,3
30000051,3
30000052,3
30000053,3
30000054,3
30000055,3
30000056,3
30000057,3
30000058,3
30000059,3
30000060,3
30000061,3
30000062,3
30000063,3
30000064,3
30000065,2
30000066,3
30000067,2
30000068,3
30000069,3
30000070,2
30000071,3
30000072,2
30000073,2
30000074,2
30000075,2
30000076,3
30000077,3
30000078,3
30000079,3
30000080,3
30000081,3
30000082,3
30000083,3
30000084,3
30000085,3
30000086,3
30000087,3
30000088,3
30000089,2
30000090,2
30000091,2
30000092,2
30000093,2
30000094,2
30000095,2
30000096,2
30000097,2
30000098,2
30000099,2
30000100,2
30000101,3
30000102,2
30000103,3
30000104,2
30000105,2
30000106,3
30000107,3
30000108,2
30000109,3
30000110,2
30000111,2
30000112,3
30000113,2
30000114,2
30000115,2
30000116,2
30000117,2
30000118,2
30000119,3
30000120,3
30000121,3
30000122,3
30000123,3
30000124,3
30000125,3
30000126,3
30000127,3
30000128,3
30000129,3
30000130,3
30000131,3
30000132,3
30000133,3
30000134,3
30000135,3
30000136,3
30000137,3
30000138,3
30000139,3
30000140,3
30000141,3
30000142,3
30000143,3
30000144,3
30000145,3
30000146,3
30000147,3
30000148,3
30000149,3
30000150,3
30000151,3
30000152,3
30000153,3
30000154,3
30000155,3
30000156,3
30000157,3
30000158,3
30000159,3
30000160,3
30000161,3
30000162,2
30000163,2
30000164,2
30000165,3
30000166,3
30000167,3
30000168,3
30000169,2
30000170,3
30000171,3
30000172,3
30000173,3
30000174,3
30000175,3
30000176,3
30000177,3
30000178,3
30000179,3
30000180,3
30000181,3
30000182,3
30000183,3
30000184,3
30000185,3
30000186,2
30000187,3
30000188,3
30000189,3
30000190,3
30000191,2
30000192,2
30000193,3
30000194,2
30000195,2
30000196,2
30000197,2
30000198,2
30000199,2
30000200,2
30000201,3
30000202,3
30000203,2
30000204,2
30000205,2
30000206,3
30000207,2
30000208,1
30000209,1
30000210,1
30000211,1
30000212,1
30000213,1
30000214,1
30000215,1
30000216,1
30000217,1
30000218,1
30000219,1
30000220,1
30000221,1
30000222,1
30000223,1
30000224,1
30000225,1
30000226,1
30000227,1
30000228,1
30000229,1
30000230,1
30000231,1
30000232,1
30000233,1
30000234,1
30000235,1
30000236,1
30000237,1
30000238,1
30000239,1
30000240,1
30000241,1
30000242,1
30000243,1
30000244,1
30000245,1
30000246,1
30000247,1
30000248,1
30000249,1
30000250,1
30000251,1
30000252,1
30000253,1
30000254,1
30000255,1
30000256,1
30000257,1
30000258,1
30000259,1
30000260,1
30000261,1
30000262,1
30000263,1
30000264,1
30000265,1
30000266,1
30000267,1
30000268,1
30000269,1
30000270,1
30000271,1
30000272,1
30000273,1
30000274,1
30000275,1
30000276,1
30000277,1
30000278,1
30000279,1
30000280,1
30000281,1
30000282,1
30000283,1
30000284,1
30000285,1
30000286,1
30000287,1
30000288,1
30000289,1
30000290,1
30000291,1
30000292,1
30000293,1
30000294,1
30000295,1
30000296,1
30000297,1
30000298,1
30000299,1
30000300,1
30000301,1
30000302,1
30000303,1
30000304,1
30000305,1
30000306,1
30000307,1
30000308,1
30000309,1
30000310,1
30000311,1
30000312,1
30000313,1
30000314,1
30000315,1
30000316,1
30000317,1
30000318,1
30000319,1
30000320,1
30000321,1
30000322,1
30000323,1
30000324,1
30000325,1
30000326,1
30000327,1
30000328,1
30000329,1
30000330,1
30000331,1
30000332,1
30000333,1
30000334,1
30000335,1
30000336,1
30000337,1
30000338,1
30000339,1
30000340,1
30000341,1
30000342,1
30000343,1
30000344,1
30000345,1
30000346,1
30000347,1
30000348,1
30000349,1
30000350,1
30000351,1
30000352,1
30000353,1
30000354,1
30000355,1
30000356,1
30000357,1
30000358,1
30000359,1
30000360,1
30000361,1
30000362,1
30000363,1
30000364,1
30000365,1
30000366,1
30000367,1
30000368,1
30000369,1
30000370,1
30000371,1
30000372,1
30000373,1
30000374,1
30000375,1
30000376,1
30000377,1
30000378,1
30000379,1
30000380,1
30000381,1
30000382,1
30000383,1
30000384,1
30000385,1
30000386,1
30000387,1
30000388,1
30000389,1
30000390,1
30000391,1
30000392,1
30000393,1
30000394,1
30000395,1
30000396,1
30000397,1
30000398,1
30000399,1
30000400,1
30000401,1
30000402,1
30000403,1
30000404,1
30000405,1
30000406,1
30000407,1
30000408,1
30000409,1
30000410,1
30000411,1
30000412,1
30000413,1
30000414,1
30000415,1
30000416,1
30000417,1
30000418,1
30000419,1
30000420,1
30000421,1
30000422,1
30000423,1
30000424,1
30000425,1
30000426,1
30000427,1
30000428,1
30000429,1
30000430,1
30000431,1
30000432,1
30000433,1
30000434,1
30000435,1
30000436,1
30000437,1
30000438,1
30000439,1
30000440,1
30000441,1
30000442,1
30000443,1
30000444,1
30000445,1
30000446,1
30000447,1
30000448,1
30000449,1
30000450,1
30000451,1
30000452,1
30000453,1
30000454,1
30000455,1
30000456,1
30000457,1
30000458,1
30000459,1
30000460,1
30000461,1
30000462,1
30000463,1
30000464,1
30000465,1
30000466,1
30000467,1
30000468,1
30000469,1
30000470,1
30000471,1
30000472,1
30000473,1
30000474,1
30000475,1
30000476,1
30000477,1
30000478,1
30000479,1
30000480,1
30000481,1
30000482,1
30000483,1
30000484,1
30000485,1
30000486,1
30000487,1
30000488,1
30000489,1
30000490,1
30000491,1
30000492,1
30000493,1
30000494,1
30000495,1
30000496,1
30000497,1
30000498,1
30000499,1
30000500,1
30000501,1
30000502,1
30000503,1
30000504,1
30000505,1
30000506,1
30000507,1
30000508,1
30000509,1
30000510,1
30000511,1
30000512,1
30000513,1
30000514,1
30000515,1
30000516,1
30000517,1
30000518,1
30000519,1
30000520,1
30000521,1
30000522,1
30000523,1
30000524,1
30000525,1
30000526,1
30000527,1
30000528,1
30000529,1
30000530,1
30000531,1
30000532,1
30000533,1
30000534,1
30000535,1
30000536,1
30000537,1
30000538,1
30000539,1
30000540,1
30000541,1
30000542,1
30000543,1
30000544,1
30000545,1
30000546,1
30000547,1
30000548,1
30000549,1
30000550,1
30000551,1
30000552,1
30000553,1
30000554,1
30000555,1
30000556,1
30000557,1
30000558,1
30000559,1
30000560,1
30000561,1
30000562,1
30000563,1
30000564,1
30000565,1
30000566,1
30000567,1
30000568,1
30000569,1
30000570,1
30000571,1
30000572,1
30000573,1
30000574,1
30000575,1
30000576,1
30000577,1
30000578,1
30000579,1
30000580,1
30000581,1
30000582,1
30000583,1
30000584,1
30000585,1
30000586,1
30000587,1
30000588,1
30000589,1
30000590,1
30000591,1
30000592,1
30000593,1
30000594,1
30000595,1
30000596,1
30000597,1
30000598,1
30000599,1
30000600,1
30000601,1
30000602,1
30000603,1
30000604,1
30000605,1
30000606,1
30000607,1
30000608,1
30000609,1
30000610,1
30000611,1
30000612,1
30000613,1
30000614,1
30000615,1
30000616,1
30000617,1
30000618,1
30000619,1
30000620,1
30000621,1
30000622,1
30000623,1
30000624,1
30000625,1
30000626,1
30000627,1
30000628,1
30000629,1
30000630,1
30000631,1
30000632,1
30000633,1
30000634,1
30000635,1
30000636,1
30000637,1
30000638,1
30000639,1
30000640,1
30000641,1
30000642,1
30000643,1
30000644,1
30000645,1
30000646,1
30000647,1
30000648,1
30000649,1
30000650,1
30000651,1
30000652,1
30000653,1
30000654,1
30000655,1
30000656,1
30000657,1
30000658,1
30000659,1
30000660,1
30000661,1
30000662,1
30000663,1
30000664,1
30000665,1
30000666,1
30000667,1
30000668,1
30000669,1
30000670,1
30000671,1
30000672,1
30000673,1
30000674,1
30000675,1
30000676,1
30000677,1
30000678,1
30000679,1
30000680,1
30000681,1
30000682,1
30000683,1
30000684,1
30000685,1
30000686,1
30000687,1
30000688,1
30000689,1
30000690,1
30000691,1
30000692,1
30000693,1
30000694,1
30000695,1
30000696,1
30000697,1
30000698,1
30000699,1
30000700,1
30000701,1
30000702,1
30000703,1
30000704,1
30000705,1
30000706,1
